x,y
2.0846191593445837,10.343195556477564
5.6720259273424745,124.67263708171602
4.310195522848517,89.58953898658466
4.990276645403355,175.20643446169788
0.2943616881966591,0.0368494585810321
3.76900672679767,24.270746453097846
0.28512390749529004,0.034325213892435244
0.5955574046820402,0.19002876112860073
1.603296099230647,3.183547768471256
2.416589451022446,15.228361269136887
4.496349208988249,59.27897118895058
5.846208604518324,305.46053560104565
1.54387293336913,4.381950554619449
0.24031780986115336,0.008647944388293603
2.575709954369813,16.90078022542576
5.0763895134441555,281.98250345629907
2.037880144547671,19.239723202156828
0.9172168532386422,0.5865570659214624
4.883643155917525,227.02000190640135
3.530486582312733,26.207176373542882
5.534785937983543,202.9050833662749
1.3567464044317603,3.002115602135641
5.4390213238075376,144.34666945375022
3.9499436812475324,61.14556866015951
2.467317041940987,16.90611709813634
2.4223389951512218,12.488514873412171
4.624821212142706,68.99285681303897
1.2985552889294922,1.7407921961152333
1.1203196640126407,1.8568456162026272
5.475824110675603,225.79457324288092
4.999984262511134,125.21576560420439
4.793374731671065,59.03584381428026
1.2609472190961242,5.37555723755288
4.023461335804313,103.73555243963759
5.431269692257047,476.91528005341104
0.972120885271579,1.8717574774422756
4.262439031619579,39.77404493504307
0.5613178135827184,0.1826285979607158
4.686053624376655,62.00802583052556
1.104371729772538,1.010890204915468
0.6075426070019603,0.3572914420182631
0.4070750721730292,0.02029340437632913
4.199406411498785,45.00646962239244
2.4416405693627894,6.6211045672772535
3.6576373013667762,27.81057665215635
3.8806282044388354,111.08744632669998
5.26920760050416,94.57819779408032
2.2763338554650545,16.303213265429775
3.900237502064556,91.4900038578702
2.6761097931303084,24.267142198690465
